Zip Code	State	County
95973	CA	Tehama County
96080	CA	Tehama County
96059	CA	Tehama County
96090	CA	Tehama County
96061	CA	Tehama County
96092	CA	Tehama County
96007	CA	Tehama County
96055	CA	Tehama County
96035	CA	Tehama County
96074	CA	Tehama County
96029	CA	Tehama County
96075	CA	Tehama County
95595	CA	Trinity County
96076	CA	Trinity County
96046	CA	Trinity County
95526	CA	Trinity County
96052	CA	Trinity County
96091	CA	Trinity County
95527	CA	Trinity County
96093	CA	Trinity County
96024	CA	Trinity County
96041	CA	Trinity County
95552	CA	Trinity County
96048	CA	Trinity County
96010	CA	Trinity County
93247	CA	Tulare County
93223	CA	Tulare County
93286	CA	Tulare County
93647	CA	Tulare County
93675	CA	Tulare County
93673	CA	Tulare County
93244	CA	Tulare County
93666	CA	Tulare County
93215	CA	Tulare County
93221	CA	Tulare County
93258	CA	Tulare County
93291	CA	Tulare County
93256	CA	Tulare County
93641	CA	Tulare County
93278	CA	Tulare County
93275	CA	Tulare County
93603	CA	Tulare County
93290	CA	Tulare County
93654	CA	Tulare County
93633	CA	Tulare County
93292	CA	Tulare County
93271	CA	Tulare County
93274	CA	Tulare County
93279	CA	Tulare County
93670	CA	Tulare County
93615	CA	Tulare County
93260	CA	Tulare County
93218	CA	Tulare County
93237	CA	Tulare County
93219	CA	Tulare County
93230	CA	Tulare County
93272	CA	Tulare County
93618	CA	Tulare County
93646	CA	Tulare County
93631	CA	Tulare County
93208	CA	Tulare County
93261	CA	Tulare County
93227	CA	Tulare County
93212	CA	Tulare County
93235	CA	Tulare County
93262	CA	Tulare County
93201	CA	Tulare County
93257	CA	Tulare County
93277	CA	Tulare County
93267	CA	Tulare County
93265	CA	Tulare County
93270	CA	Tulare County
93207	CA	Tulare County
95311	CA	Tuolumne County
95373	CA	Tuolumne County
95364	CA	Tuolumne County
95305	CA	Tuolumne County
95321	CA	Tuolumne County
95310	CA	Tuolumne County
95383	CA	Tuolumne County
95335	CA	Tuolumne County
95379	CA	Tuolumne County
95327	CA	Tuolumne County
95370	CA	Tuolumne County
95372	CA	Tuolumne County
95347	CA	Tuolumne County
95329	CA	Tuolumne County
95375	CA	Tuolumne County
95309	CA	Tuolumne County
95346	CA	Tuolumne County
91304	CA	Ventura County
91307	CA	Ventura County
93015	CA	Ventura County
93023	CA	Ventura County
93060	CA	Ventura County
93034	CA	Ventura County
93024	CA	Ventura County
91359	CA	Ventura County
90265	CA	Ventura County
93004	CA	Ventura County
93006	CA	Ventura County
93012	CA	Ventura County
93041	CA	Ventura County
93065	CA	Ventura County
93043	CA	Ventura County
93064	CA	Ventura County
93009	CA	Ventura County
91320	CA	Ventura County
93021	CA	Ventura County
91361	CA	Ventura County
91377	CA	Ventura County
93031	CA	Ventura County
93040	CA	Ventura County
93032	CA	Ventura County
93066	CA	Ventura County
91360	CA	Ventura County
93010	CA	Ventura County
93013	CA	Ventura County
93033	CA	Ventura County
93036	CA	Ventura County
93044	CA	Ventura County
93062	CA	Ventura County
91358	CA	Ventura County
93042	CA	Ventura County
93007	CA	Ventura County
93001	CA	Ventura County
93063	CA	Ventura County
93252	CA	Ventura County
91362	CA	Ventura County
91319	CA	Ventura County
93094	CA	Ventura County
93020	CA	Ventura County
93016	CA	Ventura County
93030	CA	Ventura County
93011	CA	Ventura County
93005	CA	Ventura County
93061	CA	Ventura County
91311	CA	Ventura County
93003	CA	Ventura County
93002	CA	Ventura County
93022	CA	Ventura County
93035	CA	Ventura County
93225	CA	Ventura County
93099	CA	Ventura County
95616	CA	Yolo County
95645	CA	Yolo County
95697	CA	Yolo County
95691	CA	Yolo County
95627	CA	Yolo County
95637	CA	Yolo County
95618	CA	Yolo County
95620	CA	Yolo County
95799	CA	Yolo County
95695	CA	Yolo County
95612	CA	Yolo County
95607	CA	Yolo County
95606	CA	Yolo County
95937	CA	Yolo County
95653	CA	Yolo County
95617	CA	Yolo County
95694	CA	Yolo County
95912	CA	Yolo County
95798	CA	Yolo County
95615	CA	Yolo County
95679	CA	Yolo County
95698	CA	Yolo County
95605	CA	Yolo County
95776	CA	Yolo County
95977	CA	Yuba County
95935	CA	Yuba County
95901	CA	Yuba County
95914	CA	Yuba County
95925	CA	Yuba County
95962	CA	Yuba County
95972	CA	Yuba County
95903	CA	Yuba County
95922	CA	Yuba County
95981	CA	Yuba County
95961	CA	Yuba County
95692	CA	Yuba County
95941	CA	Yuba County
95960	CA	Yuba County
95919	CA	Yuba County
95966	CA	Yuba County
95918	CA	Yuba County
